swipe_id,account_id,swipe_timestamp,merchant_category,status
swp_366,acc_89,2025-04-15T20:50:37Z,GROCERY,APPROVED
swp_367,acc_89,2025-05-09T10:10:41Z,TRAVEL,APPROVED
swp_368,acc_89,2025-04-19T12:23:01Z,GROCERY,APPROVED
swp_369,acc_89,2025-05-24T14:44:04Z,GROCERY,APPROVED
swp_370,acc_89,2025-05-22T00:27:29Z,DINING,APPROVED
swp_371,acc_90,2025-05-14T02:34:52Z,GROCERY,APPROVED
swp_372,acc_90,2025-05-10T06:01:04Z,GROCERY,APPROVED
swp_373,acc_90,2025-05-26T07:39:16Z,ENTERTAINMENT,APPROVED
swp_374,acc_90,2025-05-24T20:01:19Z,DINING,APPROVED
swp_375,acc_90,2025-06-01T09:29:01Z,GROCERY,APPROVED
swp_376,acc_91,2025-05-29T08:58:07Z,DINING,APPROVED
swp_377,acc_91,2025-03-08T09:00:36Z,DINING,APPROVED
swp_378,acc_91,2025-03-07T02:51:36Z,ENTERTAINMENT,APPROVED
swp_379,acc_91,2025-05-20T03:27:32Z,DINING,APPROVED
swp_380,acc_91,2025-05-16T18:10:42Z,GROCERY,APPROVED
swp_381,acc_92,2025-04-28T00:11:20Z,TRAVEL,APPROVED
swp_382,acc_92,2025-04-16T19:28:25Z,TRAVEL,APPROVED
swp_383,acc_92,2025-05-30T09:59:06Z,DINING,APPROVED
swp_384,acc_92,2025-05-27T04:59:43Z,ENTERTAINMENT,APPROVED
swp_385,acc_92,2025-05-21T14:34:02Z,TRAVEL,APPROVED
swp_386,acc_93,2025-04-18T09:30:01Z,ENTERTAINMENT,APPROVED
swp_387,acc_93,2025-03-26T23:57:58Z,DINING,APPROVED
swp_388,acc_93,2025-05-25T22:33:59Z,ENTERTAINMENT,APPROVED
swp_389,acc_93,2025-05-26T07:37:29Z,GROCERY,APPROVED
swp_390,acc_93,2025-05-18T01:11:01Z,TRAVEL,APPROVED
swp_391,acc_94,2025-03-07T08:50:31Z,GROCERY,APPROVED
swp_392,acc_94,2025-03-28T11:54:27Z,ENTERTAINMENT,APPROVED
swp_393,acc_94,2025-05-13T12:49:15Z,ENTERTAINMENT,APPROVED
swp_394,acc_94,2025-05-28T15:30:32Z,GROCERY,APPROVED
swp_395,acc_94,2025-05-22T16:34:09Z,TRAVEL,APPROVED
swp_396,acc_95,2025-05-21T20:51:09Z,DINING,APPROVED
swp_397,acc_95,2025-05-29T06:23:15Z,TRAVEL,APPROVED
swp_398,acc_95,2025-04-30T14:11:43Z,ENTERTAINMENT,APPROVED
swp_399,acc_95,2025-04-19T19:24:16Z,TRAVEL,DECLINED
swp_400,acc_95,2025-05-02T04:32:08Z,GROCERY,APPROVED
swp_401,acc_96,2025-05-28T09:16:24Z,TRAVEL,APPROVED
swp_402,acc_96,2025-05-04T05:25:14Z,GROCERY,APPROVED
swp_403,acc_96,2025-05-17T23:52:35Z,GROCERY,APPROVED
swp_404,acc_96,2025-05-08T12:32:15Z,ENTERTAINMENT,APPROVED
swp_405,acc_96,2025-05-28T14:15:28Z,GROCERY,APPROVED
swp_406,acc_97,2025-03-20T21:42:11Z,ENTERTAINMENT,APPROVED
swp_407,acc_97,2025-04-30T15:00:14Z,ENTERTAINMENT,APPROVED
swp_408,acc_97,2025-05-20T15:26:19Z,ENTERTAINMENT,APPROVED
swp_409,acc_97,2025-05-25T19:24:52Z,ENTERTAINMENT,APPROVED
swp_410,acc_97,2025-03-27T00:13:12Z,DINING,APPROVED
swp_411,acc_98,2025-05-26T22:52:58Z,TRAVEL,APPROVED
swp_412,acc_98,2025-05-05T12:34:17Z,GROCERY,APPROVED
swp_413,acc_98,2025-05-26T01:05:55Z,GROCERY,APPROVED
swp_414,acc_98,2025-05-25T03:43:13Z,ENTERTAINMENT,APPROVED
swp_415,acc_98,2025-05-05T13:13:37Z,ENTERTAINMENT,APPROVED
swp_416,acc_99,2025-04-28T03:31:06Z,DINING,APPROVED
swp_417,acc_99,2025-03-13T12:33:06Z,DINING,APPROVED
swp_418,acc_99,2025-05-05T00:18:40Z,GROCERY,APPROVED
swp_419,acc_99,2025-03-22T16:28:07Z,TRAVEL,APPROVED
swp_420,acc_99,2025-05-27T02:43:33Z,TRAVEL,APPROVED
swp_421,acc_100,2025-05-04T14:45:32Z,ENTERTAINMENT,APPROVED
swp_422,acc_100,2025-05-22T08:03:21Z,TRAVEL,APPROVED
swp_423,acc_100,2025-05-22T19:40:23Z,ENTERTAINMENT,APPROVED
swp_424,acc_100,2025-05-27T18:42:33Z,TRAVEL,APPROVED
swp_425,acc_100,2025-04-29T03:25:14Z,GROCERY,APPROVED
